HOG	OG	Gene Tree Parent Clade	collinsella_aerofaciens	collinsella_intestinalis	collinsella_provencensis	senegalimassilia_anaerobia	senegalimassilia_faecalis
N0.HOG0001724	OG0001667	-				WP_042432351.1	WP_129423574.1
N0.HOG0001725	OG0001668	-				WP_042432361.1	WP_129423582.1
N0.HOG0001726	OG0001669	-				WP_042432367.1	WP_129423601.1
N0.HOG0001727	OG0001670	-				WP_042432369.1	WP_129423603.1
N0.HOG0001728	OG0001671	-				WP_042432381.1	WP_129423615.1
N0.HOG0001729	OG0001672	-				WP_042432397.1	WP_129423633.1
N0.HOG0001730	OG0001673	-				WP_042432410.1	WP_129423642.1
N0.HOG0001731	OG0001674	-				WP_042432438.1	WP_042432438.1
N0.HOG0001732	OG0001675	-				WP_042432441.1	WP_129423664.1
N0.HOG0001733	OG0001676	-				WP_042432443.1	WP_129423668.1
N0.HOG0001734	OG0001677	-				WP_042432448.1	WP_129423399.1
N0.HOG0001735	OG0001678	-				WP_042432452.1	WP_129423398.1
N0.HOG0001736	OG0001679	-				WP_042432455.1	WP_129423397.1
N0.HOG0001737	OG0001680	-				WP_042432470.1	WP_129423388.1
N0.HOG0001738	OG0001681	-				WP_042432487.1	WP_129423374.1
N0.HOG0001739	OG0001682	-				WP_042432502.1	WP_129423370.1
N0.HOG0001740	OG0001683	-				WP_042432513.1	WP_129423365.1
N0.HOG0001741	OG0001684	-				WP_042432544.1	WP_129423351.1
N0.HOG0001742	OG0001685	-				WP_042432613.1	WP_129423325.1
N0.HOG0001743	OG0001686	-				WP_042432631.1	WP_129423317.1
N0.HOG0001744	OG0001687	-				WP_042432640.1	WP_129423312.1
N0.HOG0001745	OG0001688	-				WP_042432642.1	WP_129423311.1
N0.HOG0001746	OG0001689	-				WP_042432645.1	WP_129423310.1
N0.HOG0001747	OG0001690	-				WP_042432647.1	WP_129423308.1
N0.HOG0001748	OG0001691	-				WP_042432650.1	WP_129423307.1
N0.HOG0001749	OG0001692	-				WP_042432658.1	WP_129423304.1
N0.HOG0001750	OG0001693	-				WP_042432726.1	WP_129423259.1
N0.HOG0001751	OG0001694	-				WP_042432729.1	WP_129423257.1
N0.HOG0001752	OG0001695	-				WP_042432755.1	WP_129423247.1
N0.HOG0001753	OG0001696	-				WP_042432757.1	WP_129423243.1
N0.HOG0001754	OG0001697	-				WP_042432761.1	WP_129423242.1
N0.HOG0001755	OG0001698	-				WP_042432779.1	WP_129425998.1
N0.HOG0001756	OG0001699	-				WP_042432784.1	WP_129423235.1
N0.HOG0001757	OG0001700	-				WP_042432795.1	WP_129423233.1
N0.HOG0001758	OG0001701	-				WP_042432797.1	WP_129423232.1
N0.HOG0001759	OG0001702	-				WP_042432845.1	WP_129423212.1
N0.HOG0001760	OG0001703	-				WP_042432850.1	WP_201738620.1
N0.HOG0001761	OG0001704	-				WP_042432955.1	WP_161566584.1
N0.HOG0001762	OG0001705	-				WP_042432964.1	WP_129423170.1
N0.HOG0001763	OG0001706	-				WP_042433024.1	WP_201738720.1
N0.HOG0001764	OG0001707	-				WP_042433027.1	WP_129424582.1
N0.HOG0001765	OG0001708	-				WP_042433039.1	WP_129425109.1
N0.HOG0001766	OG0001709	-				WP_042433059.1	WP_129424590.1
N0.HOG0001767	OG0001710	-				WP_042433065.1, WP_042433103.1	
N0.HOG0001768	OG0001711	-				WP_042433133.1	WP_129423121.1
N0.HOG0001769	OG0001712	-				WP_042433145.1	WP_101677788.1
N0.HOG0001770	OG0001713	-				WP_042433148.1	WP_129423115.1
N0.HOG0001771	OG0001714	-				WP_042433152.1	WP_161566578.1
N0.HOG0001772	OG0001715	-				WP_042433154.1	WP_042433154.1
N0.HOG0001773	OG0001716	-				WP_042433157.1	WP_129423113.1
N0.HOG0001774	OG0001717	-				WP_042433164.1	WP_236648232.1
N0.HOG0001775	OG0001718	-				WP_042433167.1	WP_129423110.1
N0.HOG0001776	OG0001719	-				WP_042433176.1	WP_075279307.1
N0.HOG0001777	OG0001720	-				WP_042433188.1	WP_075279302.1
N0.HOG0001778	OG0001721	-				WP_042433194.1	WP_129423108.1
N0.HOG0001779	OG0001722	-				WP_042433213.1	WP_099432718.1
N0.HOG0001780	OG0001723	-				WP_042433219.1	WP_006681531.1
N0.HOG0001781	OG0001724	-				WP_042433231.1	WP_129423095.1
N0.HOG0001782	OG0001725	-				WP_042433255.1	WP_129423089.1
N0.HOG0001783	OG0001726	-				WP_042433258.1	WP_129423088.1
N0.HOG0001784	OG0001727	-				WP_042433261.1	WP_129423087.1
N0.HOG0001785	OG0001728	-				WP_042433310.1	WP_129423066.1
N0.HOG0001786	OG0001729	-				WP_042433637.1	WP_201738619.1
N0.HOG0001787	OG0001730	-				WP_042433760.1	WP_129423044.1
N0.HOG0001788	OG0001731	-				WP_042433765.1	WP_129423040.1
N0.HOG0001789	OG0001732	-				WP_042433777.1	WP_129423039.1
N0.HOG0001790	OG0001733	-				WP_042433791.1	WP_129423036.1
N0.HOG0001791	OG0001734	-				WP_042433822.1	WP_201738594.1
N0.HOG0001792	OG0001735	-				WP_042433877.1	WP_129422995.1
N0.HOG0001793	OG0001736	-				WP_042433905.1	WP_129422987.1
N0.HOG0001794	OG0001737	-				WP_042433913.1	WP_129422983.1
N0.HOG0001795	OG0001738	-				WP_042433947.1	WP_129422967.1
N0.HOG0001796	OG0001739	-				WP_042433949.1	WP_129422966.1
N0.HOG0001797	OG0001740	-				WP_042433980.1	WP_129422954.1
N0.HOG0001798	OG0001741	-				WP_042433982.1	WP_129422953.1
N0.HOG0001799	OG0001742	-				WP_042434054.1	WP_129422932.1
N0.HOG0001800	OG0001743	-				WP_042434069.1	WP_129422928.1
N0.HOG0001801	OG0001744	-				WP_042434122.1	WP_129422909.1
N0.HOG0001802	OG0001745	-				WP_042434127.1	WP_129422907.1
N0.HOG0001803	OG0001746	-				WP_042434135.1	WP_129422905.1
N0.HOG0001804	OG0001747	-				WP_042434138.1	WP_129422903.1
N0.HOG0001805	OG0001748	-				WP_042434196.1	WP_129422878.1
N0.HOG0001806	OG0001749	-				WP_042434214.1	WP_129422870.1
N0.HOG0001807	OG0001750	-				WP_042434219.1	WP_201738577.1
N0.HOG0001808	OG0001751	-				WP_042434222.1	WP_129422868.1
N0.HOG0001809	OG0001752	-				WP_042434233.1	WP_129422865.1
N0.HOG0001810	OG0001753	-				WP_042434236.1	WP_129422864.1
N0.HOG0001811	OG0001754	-				WP_042434249.1	WP_129422860.1
N0.HOG0001812	OG0001755	-				WP_042434264.1	WP_129422852.1
N0.HOG0001813	OG0001756	-				WP_042434274.1	WP_129422846.1
N0.HOG0001814	OG0001757	-				WP_042434318.1	WP_129422826.1
N0.HOG0001815	OG0001758	-				WP_042434327.1	WP_129422822.1
N0.HOG0001816	OG0001759	-				WP_042434379.1	WP_129422804.1
N0.HOG0001817	OG0001760	-				WP_042434423.1	WP_129424482.1
N0.HOG0001818	OG0001761	-				WP_042434432.1	WP_129424476.1
N0.HOG0001819	OG0001762	-				WP_042434435.1	WP_129424474.1
N0.HOG0001820	OG0001763	-				WP_042434437.1	WP_129424470.1
N0.HOG0001821	OG0001764	-				WP_042434453.1	WP_129424450.1
N0.HOG0001822	OG0001765	-				WP_042434461.1	WP_129424436.1
N0.HOG0001823	OG0001766	-				WP_042434501.1	WP_129424394.1
N0.HOG0001824	OG0001767	-				WP_042434507.1	WP_129424390.1
N0.HOG0001825	OG0001768	-				WP_042434567.1	WP_129424340.1
N0.HOG0001826	OG0001769	-				WP_042434570.1	WP_129424338.1
N0.HOG0001827	OG0001770	-				WP_042434580.1	WP_129424327.1
N0.HOG0001828	OG0001771	-				WP_042434608.1	WP_129425139.1
N0.HOG0001829	OG0001772	-				WP_042434614.1	WP_129425143.1
N0.HOG0001830	OG0001773	-				WP_042434616.1	WP_129425145.1
N0.HOG0001831	OG0001774	-				WP_042434644.1	WP_129424299.1
N0.HOG0001832	OG0001775	-				WP_042434647.1	WP_129424297.1
N0.HOG0001833	OG0001776	-				WP_042434662.1	WP_129426137.1
N0.HOG0001834	OG0001777	-				WP_042434665.1	WP_129424244.1
N0.HOG0001835	OG0001778	-				WP_042434678.1	WP_129424236.1
N0.HOG0001836	OG0001779	-				WP_042434690.1	WP_129424228.1
N0.HOG0001837	OG0001780	-				WP_042434693.1	WP_129424226.1
N0.HOG0001838	OG0001781	-				WP_042434699.1	WP_201738699.1
N0.HOG0001839	OG0001782	-				WP_042434702.1	WP_129424212.1
N0.HOG0001840	OG0001783	-				WP_042434728.1	WP_129424196.1
N0.HOG0001841	OG0001784	-				WP_042434745.1	WP_129424182.1
N0.HOG0001842	OG0001785	-				WP_042434791.1	WP_129424146.1
N0.HOG0001843	OG0001786	-				WP_042434805.1	WP_129424136.1
N0.HOG0001844	OG0001787	-				WP_042434812.1	WP_129424134.1
N0.HOG0001845	OG0001788	-				WP_042434814.1	WP_129424132.1
N0.HOG0001846	OG0001789	-				WP_042434816.1	WP_129424130.1
N0.HOG0001847	OG0001790	-				WP_042434841.1	WP_129424102.1
N0.HOG0001848	OG0001791	-				WP_042434856.1	WP_201738696.1
N0.HOG0001849	OG0001792	-				WP_042434859.1	WP_129424086.1
N0.HOG0001850	OG0001793	-				WP_042434866.1	WP_129424082.1
N0.HOG0001851	OG0001794	-				WP_042434888.1	WP_201738693.1
N0.HOG0001852	OG0001795	-				WP_042434910.1	WP_129424042.1
N0.HOG0001853	OG0001796	-				WP_042434945.1	WP_129424013.1
N0.HOG0001854	OG0001797	-				WP_042434963.1	WP_201738691.1
N0.HOG0001855	OG0001798	-				WP_042434999.1	WP_129423985.1
N0.HOG0001856	OG0001799	-				WP_042435027.1	WP_129423957.1
N0.HOG0001857	OG0001800	-				WP_042435030.1	WP_161566610.1
N0.HOG0001858	OG0001801	-				WP_042435036.1	WP_129423947.1
N0.HOG0001859	OG0001802	-				WP_042435232.1	WP_129423965.1
N0.HOG0001860	OG0001803	-				WP_042435272.1	WP_129424216.1
N0.HOG0001861	OG0001804	-				WP_042435374.1	WP_129425468.1
N0.HOG0001862	OG0001805	-				WP_042435391.1	WP_129425457.1
N0.HOG0001863	OG0001806	-				WP_042435427.1	WP_129425612.1
N0.HOG0001864	OG0001807	-				WP_042435430.1	WP_129425614.1
N0.HOG0001865	OG0001808	-				WP_042435458.1	WP_129425437.1
N0.HOG0001866	OG0001809	-				WP_042435492.1	WP_129425880.1
N0.HOG0001867	OG0001810	-				WP_042435504.1	WP_129425902.1
N0.HOG0001868	OG0001811	-				WP_042435550.1	WP_129425387.1
N0.HOG0001869	OG0001812	-				WP_042435556.1, WP_042435864.1	
N0.HOG0001870	OG0001813	-				WP_042435866.1, WP_042435561.1	
N0.HOG0001871	OG0001814	-				WP_042435591.1	WP_129425232.1
N0.HOG0001872	OG0001815	-				WP_042435606.1	WP_129425215.1
N0.HOG0001873	OG0001816	-				WP_042435615.1	WP_129425210.1
N0.HOG0001874	OG0001817	-				WP_042435633.1	WP_129425194.1
N0.HOG0001875	OG0001818	-				WP_042435723.1	WP_129424662.1
N0.HOG0001876	OG0001819	-				WP_042435729.1	WP_129424668.1
N0.HOG0001877	OG0001820	-				WP_042435734.1	WP_201738756.1
N0.HOG0001878	OG0001821	-				WP_042435740.1	WP_129426199.1
N0.HOG0001879	OG0001822	-				WP_042435752.1	WP_129424787.1
N0.HOG0001880	OG0001823	-				WP_042435760.1	WP_129424799.1
N0.HOG0001881	OG0001824	-				WP_042435781.1	WP_129424677.1
N0.HOG0001882	OG0001825	-				WP_042435787.1	WP_129424683.1
N0.HOG0001883	OG0001826	-				WP_042435790.1	WP_129424598.1
N0.HOG0001884	OG0001827	-				WP_042435792.1	WP_129424685.1
N0.HOG0001885	OG0001828	-				WP_042435794.1	WP_129424689.1
N0.HOG0001886	OG0001829	-				WP_042435797.1	WP_161566634.1
N0.HOG0001887	OG0001830	-				WP_042435800.1	WP_161566635.1
N0.HOG0001888	OG0001831	-				WP_042435871.1	WP_129424821.1
N0.HOG0001889	OG0001832	-				WP_042435883.1	WP_129424847.1
N0.HOG0001890	OG0001833	-				WP_042435891.1	WP_129424841.1
N0.HOG0001891	OG0001834	-				WP_042435925.1	WP_129424563.1
N0.HOG0001892	OG0001835	-				WP_042435927.1	WP_201738800.1
N0.HOG0001893	OG0001836	-				WP_042435966.1	WP_129424851.1
N0.HOG0001894	OG0001837	-				WP_042435969.1	WP_129424853.1
N0.HOG0001895	OG0001838	-				WP_042435982.1	WP_129424873.1
N0.HOG0001896	OG0001839	-				WP_042436035.1	WP_129424947.1
N0.HOG0001897	OG0001840	-				WP_162096574.1, WP_042436038.1	
N0.HOG0001898	OG0001841	-				WP_042436045.1	WP_129424961.1
N0.HOG0001899	OG0001842	-				WP_042436280.1	WP_129424606.1
N0.HOG0001900	OG0001843	-				WP_042436284.1	WP_129425814.1
N0.HOG0001901	OG0001844	-				WP_042436290.1, WP_052297890.1	
N0.HOG0001902	OG0001845	-				WP_042436292.1	WP_201738614.1
N0.HOG0001903	OG0001846	-				WP_042436311.1	WP_129423682.1
N0.HOG0001904	OG0001847	-				WP_042437091.1, WP_042436373.1	
N0.HOG0001905	OG0001848	-				WP_042436390.1, WP_042436417.1	
N0.HOG0001906	OG0001849	-				WP_042436462.1, WP_148514835.1	
N0.HOG0001907	OG0001850	-				WP_042436467.1	WP_129425780.1
N0.HOG0001908	OG0001851	-				WP_042436509.1	WP_201738785.1
N0.HOG0001909	OG0001852	-				WP_042436510.1	WP_129425660.1
N0.HOG0001910	OG0001853	-				WP_042436513.1	WP_129425656.1
N0.HOG0001911	OG0001854	-				WP_042436516.1	WP_129425646.1
N0.HOG0001912	OG0001855	-				WP_042436521.1	WP_129425642.1
N0.HOG0001913	OG0001856	-				WP_042436545.1	WP_129425275.1
N0.HOG0001914	OG0001857	-				WP_042436547.1	WP_129425279.1
N0.HOG0001915	OG0001858	-				WP_042436549.1	WP_129425281.1
N0.HOG0001916	OG0001859	-				WP_042436557.1	WP_129425293.1
N0.HOG0001917	OG0001860	-				WP_042436566.1	WP_129423594.1
N0.HOG0001918	OG0001861	-				WP_042436579.1	WP_129425534.1
N0.HOG0001919	OG0001862	-				WP_042436584.1	WP_129425530.1
N0.HOG0001920	OG0001863	-				WP_042436587.1	WP_129425526.1
N0.HOG0001921	OG0001864	-				WP_042436590.1	WP_201738780.1
N0.HOG0001922	OG0001865	-				WP_042436604.1	WP_129423417.1
N0.HOG0001923	OG0001866	-				WP_042436625.1	WP_129425487.1
N0.HOG0001924	OG0001867	-				WP_042436627.1	WP_129425485.1
N0.HOG0001925	OG0001868	-				WP_042436629.1	WP_129425483.1
N0.HOG0001926	OG0001869	-				WP_042436761.1	WP_129423592.1
N0.HOG0001927	OG0001870	-				WP_042436816.1	WP_129423914.1
N0.HOG0001928	OG0001871	-				WP_042436834.1	WP_201738682.1
N0.HOG0001929	OG0001872	-				WP_042436840.1	WP_129423894.1
N0.HOG0001930	OG0001873	-				WP_042436858.1	WP_129423876.1
N0.HOG0001931	OG0001874	-				WP_042436883.1	WP_129423856.1
N0.HOG0001932	OG0001875	-				WP_042436888.1	WP_236648256.1
N0.HOG0001933	OG0001876	-				WP_042436893.1	WP_129423850.1
N0.HOG0001934	OG0001877	-				WP_042436902.1	WP_129423840.1
N0.HOG0001935	OG0001878	-				WP_042436905.1	WP_129423838.1
N0.HOG0001936	OG0001879	-				WP_042436907.1	WP_129423834.1
N0.HOG0001937	OG0001880	-				WP_042436957.1	WP_129423793.1
N0.HOG0001938	OG0001881	-				WP_042436977.1	WP_129423775.1
N0.HOG0001939	OG0001882	-				WP_042436999.1	WP_161566607.1
N0.HOG0001940	OG0001883	-				WP_042437006.1	WP_129423795.1
N0.HOG0001941	OG0001884	-				WP_042437046.1	WP_129425178.1
N0.HOG0001942	OG0001885	-				WP_042437051.1	WP_129425180.1
N0.HOG0001943	OG0001886	-				WP_042437068.1	WP_129425077.1
N0.HOG0001944	OG0001887	-				WP_052297729.1	WP_201738721.1
N0.HOG0001945	OG0001888	-				WP_052297730.1	WP_129423409.1
N0.HOG0001946	OG0001889	-				WP_052297732.1	WP_129423427.1
N0.HOG0001947	OG0001890	-				WP_052297733.1	WP_201738651.1
N0.HOG0001948	OG0001891	-				WP_052297734.1	WP_129423431.1
N0.HOG0001949	OG0001892	-				WP_052297740.1	WP_129423514.1
N0.HOG0001950	OG0001893	-				WP_052297741.1	WP_129423545.1
N0.HOG0001951	OG0001894	-				WP_052297744.1	WP_161566604.1
N0.HOG0001952	OG0001895	-				WP_052297748.1	WP_129423629.1
N0.HOG0001953	OG0001896	-				WP_052297751.1	WP_129423660.1
N0.HOG0001954	OG0001897	-				WP_052297752.1	WP_201738647.1
N0.HOG0001955	OG0001898	-				WP_052297759.1, WP_052297760.1	
N0.HOG0001956	OG0001899	-				WP_052297767.1	WP_129423263.1
N0.HOG0001957	OG0001900	-				WP_052297771.1	WP_201738625.1
N0.HOG0001958	OG0001901	-				WP_052297772.1	WP_129423277.1
N0.HOG0001959	OG0001902	-				WP_052297786.1	WP_129424579.1
N0.HOG0001960	OG0001903	-				WP_052297790.1	WP_129423038.1
N0.HOG0001961	OG0001904	-				WP_052297792.1	WP_129423002.1
N0.HOG0001962	OG0001905	-				WP_052297793.1	WP_129422981.1
N0.HOG0001963	OG0001906	-				WP_052297797.1	WP_129422897.1
N0.HOG0001964	OG0001907	-				WP_052297802.1	WP_129422839.1
N0.HOG0001965	OG0001908	-				WP_052297810.1	WP_129424325.1
N0.HOG0001966	OG0001909	-				WP_052297812.1	WP_129425162.1
N0.HOG0001967	OG0001910	-				WP_052297830.1	WP_201738677.1
N0.HOG0001968	OG0001911	-				WP_052297842.1	WP_129423149.1
N0.HOG0001969	OG0001912	-				WP_052297843.1	WP_129425385.1
N0.HOG0001970	OG0001913	-				WP_052297850.1	WP_236648282.1
N0.HOG0001971	OG0001914	-				WP_052297851.1	WP_236648331.1
N0.HOG0001972	OG0001915	-				WP_052297853.1	WP_129425131.1
N0.HOG0001973	OG0001916	-				WP_052297859.1	WP_129424600.1
N0.HOG0001974	OG0001917	-				WP_052297860.1	WP_129425363.1
N0.HOG0001975	OG0001918	-				WP_052297869.1	WP_129425303.1
N0.HOG0001976	OG0001919	-				WP_052297872.1	WP_129424815.1
N0.HOG0001977	OG0001920	-				WP_052297882.1	WP_161566664.1
N0.HOG0001978	OG0001921	-				WP_052297896.1	WP_227156057.1
N0.HOG0001979	OG0001922	-				WP_052297917.1	WP_129425271.1
N0.HOG0001980	OG0001923	-				WP_052297918.1	WP_129425289.1
N0.HOG0001981	OG0001924	-				WP_052297920.1	WP_201738771.1
N0.HOG0001982	OG0001925	-				WP_052297921.1	WP_129423590.1
N0.HOG0001983	OG0001926	-				WP_052297926.1	WP_129425528.1
N0.HOG0001984	OG0001927	-				WP_052297928.1	WP_161566600.1
N0.HOG0001985	OG0001928	-				WP_052297930.1	WP_129425514.1
N0.HOG0001986	OG0001929	-				WP_052297931.1	WP_161566693.1
N0.HOG0001987	OG0001930	-				WP_052297938.1	WP_129423836.1
N0.HOG0001988	OG0001931	-				WP_052297941.1	WP_129423789.1
N0.HOG0001989	OG0001932	-				WP_081468845.1	WP_129423713.1
N0.HOG0001990	OG0001933	-				WP_081468849.1	WP_114620627.1
N0.HOG0001991	OG0001934	-				WP_081468854.1	WP_201738657.1
N0.HOG0001992	OG0001935	-				WP_081468859.1	WP_129423572.1
N0.HOG0001993	OG0001936	-				WP_081468864.1	WP_201738669.1
N0.HOG0001994	OG0001937	-				WP_081468870.1	WP_129423373.1
N0.HOG0001995	OG0001938	-				WP_081468873.1	WP_129423309.1
N0.HOG0001996	OG0001939	-				WP_081468875.1	WP_129423296.1
N0.HOG0001997	OG0001940	-				WP_081468881.1	WP_129423258.1
N0.HOG0001998	OG0001941	-				WP_081468883.1	WP_201738626.1
N0.HOG0001999	OG0001942	-				WP_081468939.1	WP_129424448.1
N0.HOG0002000	OG0001943	-				WP_081468943.1	WP_236648276.1
N0.HOG0002001	OG0001944	-				WP_081468950.1	WP_129424088.1
N0.HOG0002002	OG0001945	-				WP_081468989.1, WP_148514798.1	
N0.HOG0002003	OG0001946	-				WP_081468995.1	WP_161566667.1
N0.HOG0002004	OG0001947	-				WP_081469006.1	WP_129424687.1
N0.HOG0002005	OG0001948	-				WP_114620913.1	WP_129425283.1
N0.HOG0002006	OG0001949	-				WP_129583900.1	WP_152596111.1
N0.HOG0002007	OG0001950	-				WP_148514753.1	WP_201738578.1
N0.HOG0002008	OG0001951	-				WP_148514755.1	WP_129422821.1
N0.HOG0002009	OG0001952	-				WP_148514763.1	WP_129424094.1
N0.HOG0002010	OG0001953	-				WP_148514771.1	WP_129425800.1
N0.HOG0002011	OG0001954	-				WP_148514776.1	WP_129423543.1
N0.HOG0002012	OG0001955	-				WP_148514781.1	WP_129423329.1
N0.HOG0002013	OG0001956	-				WP_148514782.1	WP_161566593.1
N0.HOG0002014	OG0001957	-				WP_148514785.1	WP_129423244.1
N0.HOG0002015	OG0001958	-				WP_148514797.1	WP_129425878.1
N0.HOG0002016	OG0001959	-				WP_148514844.1	WP_129423892.1
N0.HOG0002017	OG0001960	-				WP_155815083.1	WP_161566597.1
N0.HOG0002018	OG0001961	-				WP_162096551.1	WP_129423648.1
N0.HOG0002019	OG0001962	-				WP_162096554.1	WP_129423168.1
N0.HOG0002020	OG0001963	-				WP_162096558.1	WP_129422858.1
N0.HOG0002021	OG0001964	-				WP_162096560.1	WP_129424119.1
N0.HOG0002022	OG0001965	-				WP_162096569.1	WP_129425381.1
N0.HOG0002023	OG0001966	-				WP_162096573.1	WP_129424945.1
N0.HOG0002024	OG0001967	-				WP_162096577.1	WP_129425025.1
N0.HOG0002025	OG0001968	-				WP_162096590.1	WP_161566673.1
N0.HOG0002026	OG0001969	-				WP_181859457.1	WP_201738667.1
N0.HOG0002027	OG0001970	-				WP_187364751.1	WP_201738758.1
N0.HOG0002028	OG0001971	-				WP_187364752.1	WP_129423627.1
N0.HOG0002029	OG0001972	-				WP_187364755.1	WP_201738602.1
N0.HOG0002030	OG0001973	-				WP_187364757.1	WP_201738822.1
N0.HOG0002031	OG0001974	-				WP_187364765.1	WP_201738790.1
N0.HOG0002032	OG0001975	-				WP_202898022.1	WP_129423485.1
N0.HOG0002033	OG0001976	-				WP_202898024.1	WP_201738663.1
N0.HOG0002034	OG0001977	-				WP_202898026.1	WP_129423635.1
N0.HOG0002035	OG0001978	-				WP_202898032.1	WP_201738873.1
N0.HOG0002036	OG0001979	-				WP_202898037.1	WP_201738628.1
N0.HOG0002037	OG0001980	-				WP_202898038.1	WP_129423256.1
N0.HOG0002038	OG0001981	-				WP_202898042.1	WP_129423209.1
N0.HOG0002039	OG0001982	-				WP_202898050.1	WP_201738781.1
N0.HOG0002040	OG0001983	-				WP_202898057.1	WP_129423049.1
N0.HOG0002041	OG0001984	-				WP_202898090.1	WP_129422832.1
N0.HOG0002042	OG0001985	-				WP_202898097.1	WP_201738712.1
N0.HOG0002043	OG0001986	-				WP_202898098.1	WP_129423967.1
N0.HOG0002044	OG0001987	-				WP_202898099.1	WP_129424432.1
N0.HOG0002045	OG0001988	-				WP_202898103.1	WP_129424342.1
N0.HOG0002046	OG0001989	-				WP_202898108.1	WP_201738700.1
N0.HOG0002047	OG0001990	-				WP_202898115.1	WP_201738694.1
N0.HOG0002048	OG0001991	-				WP_202898118.1	WP_236648263.1
N0.HOG0002049	OG0001992	-				WP_202898139.1	WP_129425105.1
N0.HOG0002050	OG0001993	-				WP_202898141.1	WP_201738753.1
N0.HOG0002051	OG0001994	-				WP_202898151.1	WP_201738874.1
N0.HOG0002052	OG0001995	-				WP_202898178.1	WP_201738678.1
N0.HOG0002053	OG0001996	-				WP_202898180.1	WP_201738675.1
N0.HOG0002054	OG0001997	-				WP_222859220.1	WP_201738698.1
N0.HOG0002055	OG0001998	-				WP_222859223.1	WP_129423425.1
N0.HOG0002056	OG0001999	-				WP_222859224.1	WP_129423584.1
N0.HOG0002057	OG0002000	-				WP_222859229.1	WP_201738782.1
N0.HOG0002058	OG0002001	-				WP_238318242.1	WP_236648241.1
N0.HOG0002059	OG0002002	-				WP_238318253.1	WP_075279308.1
N0.HOG0002060	OG0002003	-				WP_238318260.1	WP_117655970.1
N0.HOG0002061	OG0002004	-				WP_238318273.1	WP_236648275.1
N0.HOG0002062	OG0002005	-				WP_238318278.1	WP_129424060.1
N0.HOG0002063	OG0002006	-				WP_238318280.1	WP_236648266.1
N0.HOG0002064	OG0002007	-				WP_238318290.1	WP_161566567.1
N0.HOG0002065	OG0002008	-				WP_238318303.1	WP_129424789.1
N0.HOG0002066	OG0002009	-				WP_238318327.1	WP_236648260.1
N0.HOG0002067	OG0002010	-				WP_238318330.1	WP_201738676.1
N0.HOG0002068	OG0002011	-					WP_161566679.1, WP_129423150.1
N0.HOG0002069	OG0002012	-					WP_129423276.1, WP_129424168.1
N0.HOG0002070	OG0002013	-					WP_129424557.1, WP_129423338.1
N0.HOG0002071	OG0002014	-					WP_129423339.1, WP_129424555.1
N0.HOG0002072	OG0002015	-					WP_161566625.1, WP_129424533.1
N0.HOG0002073	OG0002016	-					WP_129424586.1, WP_129425922.1
N0.HOG0002074	OG0002017	-					WP_129425051.1, WP_129425053.1
N0.HOG0002075	OG0002018	-					WP_129425786.1, WP_236648298.1
N0.HOG0002076	OG0002019	-					WP_201738638.1, WP_201738715.1
